date,manufacturer,segment,brand,acv,price,sales_units
2023-05-05,Precter & Jangle,Adult,Cwest Gum Detoxo,0.0,14.884239395041575,0
2023-05-05,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8340582085411169,18.685282602835496,0
2023-05-05,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8874658849204188,11.00348863393204,850
2023-05-05,GlaxoSniffKline,Kids,White Star,0.8115641796093697,10.637074491511889,879
2023-05-05,GlaxoSniffKline,Kids,Ninions,0.9254051668107166,16.194470708156818,880
2023-05-05,Precter & Jangle,Kids,Cwest HyperMan,0.9839600555546387,16.597357598006877,399
2023-05-05,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-05-05,Smolgate-Jalmolive,Kids,Smolgate Total,0.929137089766256,15.780460959552888,1428
2023-05-05,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0,10.211607996680023,0
2023-05-12,GlaxoSniffKline,Adult,Parobontax,0.8349055625957335,10.81649357432267,2571
2023-05-12,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-05-12,Precter & Jangle,Adult,Cwest Pro-Heels,0.9221894057873607,13.33771584439017,3579
2023-05-12,Precter & Jangle,Adult,Cwest Gum Detoxo,0.0,14.884239395041575,0
2023-05-12,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8501525097646303,18.685282602835496,0
2023-05-12,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.814654689390251,11.00348863393204,891
2023-05-12,GlaxoSniffKline,Kids,White Star,0.8567304454143598,10.637074491511889,1035
2023-05-12,GlaxoSniffKline,Kids,Ninions,0.9932995176014141,16.194470708156818,1118
2023-05-12,Precter & Jangle,Kids,Cwest HyperMan,0.9855083105049514,16.597357598006877,436
2023-05-12,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-05-12,Smolgate-Jalmolive,Kids,Smolgate Total,0.7642380964866503,15.780460959552888,963
2023-05-12,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0,9.701027596846021,0
2023-05-19,GlaxoSniffKline,Adult,Parobontax,0.9743270536194736,10.81649357432267,3040
2023-05-19,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-05-19,Precter & Jangle,Adult,Cwest Pro-Heels,0.8909677004467133,13.33771584439017,3330
2023-05-19,Precter & Jangle,Adult,Cwest Gum Detoxo,0.014523621420602437,14.884239395041575,0
2023-05-19,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9990738698105921,18.685282602835496,1
2023-05-19,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8860718883604566,11.00348863393204,888
2023-05-19,GlaxoSniffKline,Kids,White Star,0.9115603387176789,10.637074491511889,1291
2023-05-19,GlaxoSniffKline,Kids,Ninions,0.8791263603570137,16.194470708156818,812
2023-05-19,Precter & Jangle,Kids,Cwest HyperMan,0.8733076239622045,16.597357598006877,324
2023-05-19,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-05-19,Smolgate-Jalmolive,Kids,Smolgate Total,0.7693144470908129,15.780460959552888,992
2023-05-19,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0,10.211607996680023,0
2023-05-26,GlaxoSniffKline,Adult,Parobontax,0.9087882782795473,10.81649357432267,2904
2023-05-26,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-05-26,Precter & Jangle,Adult,Cwest Pro-Heels,0.8135567123589403,13.33771584439017,3147
2023-05-26,Precter & Jangle,Adult,Cwest Gum Detoxo,0.027859478427086835,14.884239395041575,0
2023-05-26,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8833889503017734,18.685282602835496,0
2023-05-26,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9957713816398753,11.00348863393204,1151
2023-05-26,GlaxoSniffKline,Kids,White Star,0.9137741646576399,12.23263566523867,1055
2023-05-26,GlaxoSniffKline,Kids,Ninions,0.9602673096869626,16.194470708156818,1183
2023-05-26,Precter & Jangle,Kids,Cwest HyperMan,0.8924527107564151,16.597357598006877,412
2023-05-26,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-05-26,Smolgate-Jalmolive,Kids,Smolgate Total,0.7287485548603251,15.780460959552888,911
2023-05-26,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0,10.211607996680023,0
2023-06-02,GlaxoSniffKline,Adult,Parobontax,0.9804430126113897,10.81649357432267,3042
2023-06-02,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-06-02,Precter & Jangle,Adult,Cwest Pro-Heels,0.9617658012119409,13.33771584439017,3644
2023-06-02,Precter & Jangle,Adult,Cwest Gum Detoxo,0.04501766001575362,14.884239395041575,0
2023-06-02,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9285491824655622,15.882490212410175,4
2023-06-02,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8867415960206542,11.00348863393204,933
2023-06-02,GlaxoSniffKline,Kids,White Star,0.9879578286202432,10.637074491511889,1602
2023-06-02,GlaxoSniffKline,Kids,Ninions,0.8498526728272121,16.194470708156818,666
2023-06-02,Precter & Jangle,Kids,Cwest HyperMan,0.842951500051002,14.937621838206187,338
2023-06-02,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-06-02,Smolgate-Jalmolive,Kids,Smolgate Total,0.6688719936947116,15.780460959552888,618
2023-06-02,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0,11.743349196182022,0
2023-06-09,GlaxoSniffKline,Adult,Parobontax,0.8954306997509253,10.81649357432267,2764
2023-06-09,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-06-09,Precter & Jangle,Adult,Cwest Pro-Heels,0.9648117558114586,13.33771584439017,3767
2023-06-09,Precter & Jangle,Adult,Cwest Gum Detoxo,0.0625603184041473,14.884239395041575,0
2023-06-09,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9089513944611112,18.685282602835496,0
2023-06-09,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9555334706270628,11.00348863393204,1000
2023-06-09,GlaxoSniffKline,Kids,White Star,0.8631488307192776,10.637074491511889,1162
2023-06-09,GlaxoSniffKline,Kids,Ninions,0.8521269978098694,13.765300101933299,1124
2023-06-09,Precter & Jangle,Kids,Cwest HyperMan,0.9441759764708614,16.597357598006877,422
2023-06-09,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-06-09,Smolgate-Jalmolive,Kids,Smolgate Total,0.6731331526316069,15.780460959552888,693
2023-06-09,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.014990194708005885,11.232768796348024,0
2023-06-16,GlaxoSniffKline,Adult,Parobontax,0.8860992473605854,10.81649357432267,2828
2023-06-16,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,9.682490644903806,0
2023-06-16,Precter & Jangle,Adult,Cwest Pro-Heels,0.9207893300081429,13.33771584439017,3718
2023-06-16,Precter & Jangle,Adult,Cwest Gum Detoxo,0.11020476124424547,14.884239395041575,4
2023-06-16,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8937380213664016,15.882490212410175,0
2023-06-16,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9856448369712167,11.00348863393204,1159
2023-06-16,GlaxoSniffKline,Kids,White Star,0.8476889678294922,10.637074491511889,1245
2023-06-16,GlaxoSniffKline,Kids,Ninions,0.9831977223871048,16.194470708156818,1271
2023-06-16,Precter & Jangle,Kids,Cwest HyperMan,0.8388261963532544,19.08696123770791,250
2023-06-16,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-06-16,Smolgate-Jalmolive,Kids,Smolgate Total,0.5833067603519395,16.569484007530537,542
2023-06-16,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.028382623925973408,10.211607996680023,0
2023-06-23,GlaxoSniffKline,Adult,Parobontax,0.9577893289217538,10.81649357432267,3431
2023-06-23,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-06-23,Precter & Jangle,Adult,Cwest Pro-Heels,0.804704227330818,14.00460163660968,3173
2023-06-23,Precter & Jangle,Adult,Cwest Gum Detoxo,0.15533768932199898,14.884239395041575,4
2023-06-23,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9794805752746081,18.685282602835496,1
2023-06-23,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.800480182402115,11.00348863393204,878
2023-06-23,GlaxoSniffKline,Kids,White Star,0.9268738382346059,10.637074491511889,1628
2023-06-23,GlaxoSniffKline,Kids,Ninions,0.963706993994023,16.194470708156818,1287
2023-06-23,Precter & Jangle,Kids,Cwest HyperMan,0.8634545319348356,16.597357598006877,394
2023-06-23,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-06-23,Smolgate-Jalmolive,Kids,Smolgate Total,0.4360114491665083,15.780460959552888,306
2023-06-23,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.03962205664122583,10.211607996680023,0
2023-06-30,GlaxoSniffKline,Adult,Parobontax,0.9968305749558168,10.81649357432267,3472
2023-06-30,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-06-30,Precter & Jangle,Adult,Cwest Pro-Heels,0.8163077103971496,13.33771584439017,3248
2023-06-30,Precter & Jangle,Adult,Cwest Gum Detoxo,0.26338512329370806,14.884239395041575,19
2023-06-30,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8072971867396176,18.685282602835496,0
2023-06-30,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9384256298689065,11.00348863393204,1104
2023-06-30,GlaxoSniffKline,Kids,White Star,0.8325428771512678,10.637074491511889,1314
2023-06-30,GlaxoSniffKline,Kids,Ninions,0.924890715011294,16.194470708156818,1275
2023-06-30,Precter & Jangle,Kids,Cwest HyperMan,0.9914190833673193,16.597357598006877,563
2023-06-30,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-06-30,Smolgate-Jalmolive,Kids,Smolgate Total,0.35530717643983506,15.780460959552888,191
2023-06-30,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.0666370713775096,10.211607996680023,0
2023-07-07,GlaxoSniffKline,Adult,Parobontax,0.873945122349702,10.81649357432267,3212
2023-07-07,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-07-07,Precter & Jangle,Adult,Cwest Pro-Heels,0.7800908276856193,13.33771584439017,3358
2023-07-07,Precter & Jangle,Adult,Cwest Gum Detoxo,0.3121648110701426,17.116875304297807,49
2023-07-07,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8761824057320624,18.685282602835496,0
2023-07-07,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.828515691554554,11.00348863393204,1032
2023-07-07,GlaxoSniffKline,Kids,White Star,0.9825509227331516,10.637074491511889,2330
2023-07-07,GlaxoSniffKline,Kids,Ninions,0.8318989952264902,17.813917778972506,807
2023-07-07,Precter & Jangle,Kids,Cwest HyperMan,0.8307008800215615,15.767489718106532,424
2023-07-07,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-07-07,Smolgate-Jalmolive,Kids,Smolgate Total,0.23457368107714902,15.780460959552888,59
2023-07-07,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.1035735091226039,10.211607996680023,0
2023-07-14,GlaxoSniffKline,Adult,Parobontax,0.9937865060313217,10.81649357432267,4069
2023-07-14,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-07-14,Precter & Jangle,Adult,Cwest Pro-Heels,0.5939481591099938,13.33771584439017,2181
2023-07-14,Precter & Jangle,Adult,Cwest Gum Detoxo,0.458771792196324,14.884239395041575,327
2023-07-14,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8902655852487292,18.685282602835496,0
2023-07-14,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9017307148719407,11.00348863393204,1196
2023-07-14,GlaxoSniffKline,Kids,White Star,0.8465574095345868,10.637074491511889,1673
2023-07-14,GlaxoSniffKline,Kids,Ninions,0.8628614832326007,16.194470708156818,1189
2023-07-14,Precter & Jangle,Kids,Cwest HyperMan,0.9789912846265477,16.597357598006877,679
2023-07-14,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-07-14,Smolgate-Jalmolive,Kids,Smolgate Total,0.16736114937693108,15.780460959552888,42
2023-07-14,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.15369118812829263,11.232768796348024,0
2023-07-21,GlaxoSniffKline,Adult,Parobontax,0.9858051666153272,10.81649357432267,3881
2023-07-21,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,10.252048918133443,0
2023-07-21,Precter & Jangle,Adult,Cwest Pro-Heels,0.5962469894413399,13.33771584439017,1915
2023-07-21,Precter & Jangle,Adult,Cwest Gum Detoxo,0.6087391248861145,14.884239395041575,742
2023-07-21,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9369514388690887,18.685282602835496,0
2023-07-21,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9706745531282698,11.00348863393204,1319
2023-07-21,GlaxoSniffKline,Kids,White Star,0.800690789217757,10.637074491511889,1326
2023-07-21,GlaxoSniffKline,Kids,Ninions,0.9850567219422188,16.194470708156818,1746
2023-07-21,Precter & Jangle,Kids,Cwest HyperMan,0.9119537527431415,16.597357598006877,497
2023-07-21,Precter & Jangle,Kids,Cwest Happy baby,0.0,15.703365906500489,0
2023-07-21,Smolgate-Jalmolive,Kids,Smolgate Total,0.09632037496157896,15.780460959552888,0
2023-07-21,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.24499574131511864,10.211607996680023,15
2023-07-28,GlaxoSniffKline,Adult,Parobontax,0.8355383621273302,10.81649357432267,3708
2023-07-28,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-07-28,Precter & Jangle,Adult,Cwest Pro-Heels,0.4084894456985655,13.33771584439017,984
2023-07-28,Precter & Jangle,Adult,Cwest Gum Detoxo,0.6635693698334553,14.884239395041575,1513
2023-07-28,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.9456854192052766,17.75101847269372,0
2023-07-28,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8716082714751994,11.00348863393204,1288
2023-07-28,GlaxoSniffKline,Kids,White Star,0.9253028792478875,10.637074491511889,2251
2023-07-28,GlaxoSniffKline,Kids,Ninions,0.8910083541479374,16.194470708156818,1301
2023-07-28,Precter & Jangle,Kids,Cwest HyperMan,0.8396376505097561,16.597357598006877,439
2023-07-28,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-07-28,Smolgate-Jalmolive,Kids,Smolgate Total,0.06590908100210832,15.780460959552888,0
2023-07-28,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.32924397241178094,10.211607996680023,41
2023-08-04,GlaxoSniffKline,Adult,Parobontax,0.9217700413973148,10.81649357432267,4040
2023-08-04,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-08-04,Precter & Jangle,Adult,Cwest Pro-Heels,0.3729969054528954,13.33771584439017,567
2023-08-04,Precter & Jangle,Adult,Cwest Gum Detoxo,0.7637549445542051,14.884239395041575,1881
2023-08-04,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8006521173205279,18.685282602835496,0
2023-08-04,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.9439569326577869,11.00348863393204,1471
2023-08-04,GlaxoSniffKline,Kids,White Star,0.8453888913150441,10.637074491511889,1845
2023-08-04,GlaxoSniffKline,Kids,Ninions,0.8087431098670987,16.194470708156818,1100
2023-08-04,Precter & Jangle,Kids,Cwest HyperMan,0.9619425412667965,17.42722547790722,588
2023-08-04,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-08-04,Smolgate-Jalmolive,Kids,Smolgate Total,0.038487503797731644,15.780460959552888,0
2023-08-04,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.4941788332910133,10.211607996680023,118
2023-08-11,GlaxoSniffKline,Adult,Parobontax,0.9409724745356804,10.81649357432267,3826
2023-08-11,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-08-11,Precter & Jangle,Adult,Cwest Pro-Heels,0.22814093618778225,13.33771584439017,78
2023-08-11,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8473931491849662,14.884239395041575,2431
2023-08-11,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8195740508822245,18.685282602835496,0
2023-08-11,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.8571779259874448,11.00348863393204,1184
2023-08-11,GlaxoSniffKline,Kids,White Star,0.9828974324027212,9.041513317785103,2685
2023-08-11,GlaxoSniffKline,Kids,Ninions,0.8466685227499351,14.575023637341136,945
2023-08-11,Precter & Jangle,Kids,Cwest HyperMan,0.916764237641147,16.597357598006877,422
2023-08-11,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-08-11,Smolgate-Jalmolive,Kids,Smolgate Total,0.027871761671115672,15.780460959552888,0
2023-08-11,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.5550011312830428,10.211607996680023,124
2023-08-18,GlaxoSniffKline,Adult,Parobontax,0.9885599138098745,9.734844216890403,4402
2023-08-18,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-08-18,Precter & Jangle,Adult,Cwest Pro-Heels,0.1810807602624376,13.33771584439017,44
2023-08-18,Precter & Jangle,Adult,Cwest Gum Detoxo,0.8699792895214333,14.884239395041575,2402
2023-08-18,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8477486783888968,18.685282602835496,0
2023-08-18,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.919375480862491,11.00348863393204,1228
2023-08-18,GlaxoSniffKline,Kids,White Star,0.8209657683936439,10.637074491511889,1452
2023-08-18,GlaxoSniffKline,Kids,Ninions,0.9179279559200263,16.194470708156818,1413
2023-08-18,Precter & Jangle,Kids,Cwest HyperMan,0.9554183110431097,16.597357598006877,619
2023-08-18,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-08-18,Smolgate-Jalmolive,Kids,Smolgate Total,0.01677633758239638,15.780460959552888,0
2023-08-18,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.68970884495136,10.211607996680023,220
2023-08-25,GlaxoSniffKline,Adult,Parobontax,0.9331302041098184,10.81649357432267,3801
2023-08-25,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,9.682490644903806,0
2023-08-25,Precter & Jangle,Adult,Cwest Pro-Heels,0.10089513192628216,13.33771584439017,5
2023-08-25,Precter & Jangle,Adult,Cwest Gum Detoxo,0.919216768483409,14.884239395041575,2746
2023-08-25,Smolgate-Jalmolive,Adult,Smolgate Optic Wite,0.8667983613082998,18.685282602835496,0
2023-08-25,Smolgate-Jalmolive,Adult,Smolgate Sensotouch,0.946449506688358,11.00348863393204,1362
2023-08-25,GlaxoSniffKline,Kids,White Star,0.9002333698697842,10.637074491511889,1884
2023-08-25,GlaxoSniffKline,Kids,Ninions,0.9722553490071413,17.813917778972506,1344
2023-08-25,Precter & Jangle,Kids,Cwest HyperMan,0.8752429478004825,16.597357598006877,509
2023-08-25,Precter & Jangle,Kids,Cwest Happy baby,0.0,17.4481843405561,0
2023-08-25,Smolgate-Jalmolive,Kids,Smolgate Total,0.010670973237544856,15.780460959552888,0
2023-08-25,Smolgate-Jalmolive,Kids,Smolgate Baby Wish,0.6585464203133647,10.72218839651402,213
2023-09-01,GlaxoSniffKline,Adult,Parobontax,0.8266772825273668,10.81649357432267,3499
2023-09-01,GlaxoSniffKline,Adult,Sensofyne Quick Relief,0.0,11.39116546459271,0
2023-09-01,Precter & Jangle,Adult,Cwest Pro-Heels,0.06880920830848056,13.33771584439017,4
