,ds,sales,google,meta,meta_untreat,pinterest,year,month,dayofyear,trend,cs,cc,seasonality,meta_adstock,meta_treatment_adstock,google_adstock,meta_treatment_adstock_saturated,meta_adstock_saturated,google_adstock_saturated,intercept,epsilon,venezuela,estonia
10,2021-07-11,11,0.5669090909090909,0.9563285714285714,0.9563285714285714,0,2021,7,192,0.8368921364673829,-0.3126932631928704,0.949854158886402,0.9557413435402975,1.3118319311488988,1.3118319311488988,0.6017822001702137,0.9464052654525478,0.9464052654525478,0.9351797127962626,1.0,0.20636577905986997,4.402713565546212,4.402713565546212
11,2021-07-12,17,0.6623666666666667,0.9854571428571427,0.9854571428571427,0,2021,7,193,0.8424534841859272,-0.3451592694727099,0.938544127197579,0.8900772865873036,1.3491527368865768,1.3491527368865768,0.6981947041587749,0.9638926486037787,0.9638926486037787,1.0298970739732123,1.0,-0.0779548677648583,4.203326982291712,4.203326982291712
12,2021-07-13,9,0.6768615384615384,1.0174,1.0174,0,2021,7,194,0.8479649231979962,-0.37721731186136737,0.9261247754120845,0.8233611953260758,1.39165790037882,1.39165790037882,0.7183667179998887,0.9834007315157952,0.9834007315157952,1.048510064069932,1.0,-0.011115828933561814,4.280440487513199,4.280440487513199
13,2021-07-14,13,0.6822714285714285,1.045842857142857,1.045842857142857,0,2021,7,195,0.8534274862410549,-0.40882949908697536,0.9126107826868434,0.7556719253998021,1.4320682470116644,1.4320682470116644,0.7250502257050665,1.0015562884176954,1.0015562884176954,1.0545909944924319,1.0,0.09215553025363986,4.379566262104722,4.379566262104722
14,2021-07-15,9,0.6897733333333333,1.073,1.073,0,2021,7,196,0.8588421728631792,-0.4399584668599154,0.8980181219988117,0.6870894827083445,1.4704076468979357,1.4704076468979357,0.7329345187907882,1.0184397645235719,1.0184397645235719,1.0617103852530088,1.0,0.016803131264849853,4.299340195258782,4.299340195258782
15,2021-07-16,7,0.6897375,1.1299,1.1299,0,2021,7,197,0.8642099508607521,-0.47056742203585,0.8823640412655845,0.6176949288446019,1.5378043380910171,1.5378043380910171,0.7333643225748643,1.0473419650021119,1.0473419650021119,1.0620968222248277,1.0,-0.017410508865909793,4.2650856936440835,4.2650856936440835
16,2021-07-17,2,0.6895941176470588,1.1957857142857142,1.1957857142857142,0,2021,7,198,0.8695317576381747,-0.5006201861036893,0.8656670429590742,0.5475702852830773,1.6228417554934906,1.6228417554934906,0.7332518303235088,1.0824608588628486,1.0824608588628486,1.061995696940455,1.0,-0.29932059758093754,3.9884528585020798,3.9884528585020798
17,2021-07-18,16,0.7003888888888888,1.2589000000000001,1.2589000000000001,0,2021,7,199,0.8748085014946545,-0.5300812379470826,0.84794686223636,0.476798436433916,1.710361711099872,1.710361711099872,0.7440379991542092,1.1171236649632068,1.1171236649632068,1.0716387223594228,1.0,-0.05487581642413097,4.247094290610112,4.247094290610112
18,2021-07-19,19,0.7009421052631579,1.297642857142857,1.297642857142857,0,2021,7,200,0.8800410628427531,-0.5589157558289043,0.8292244436135519,0.40546303167697134,1.7734803244259718,1.7734803244259718,0.7452263637826235,1.1412409843788218,1.1412409843788218,1.0726946012256107,1.0,-0.001573664785242756,4.295134499500429,4.295134499500429
19,2021-07-20,11,0.70763,1.3263571428571428,1.3263571428571428,0,2021,7,201,0.8852302953630238,-0.587089658549095,0.809521916210245,0.33364838649172507,1.8191433875517666,1.8191433875517666,0.7519943270322594,1.1582491866756528,1.1582491866756528,1.0786835220425968,1.0,0.07604156913515292,4.365028766462289,4.365028766462289
20,2021-07-21,2,0.6984238095238096,1.3440714285714286,1.3440714285714286,0,2021,7,202,0.890377027098755,-0.61456964572722,0.7888625675938232,0.2614393827999049,1.8487155480587492,1.8487155480587492,0.743184466663304,1.1690734197206865,1.1690734197206865,1.0708795497065962,1.0,-0.030963786135921052,4.230085901790069,4.230085901790069
21,2021-07-22,14,0.6895772727272728,1.3501999999999998,1.3501999999999998,0,2021,7,203,0.8954820614945376,-0.6413232371621369,0.7672708162545201,0.18892136863857478,1.86258101084904,1.86258101084904,0.7338251332026017,1.1740980321275465,1.1740980321275465,1.0625109466668714,1.0,0.06041731778324382,4.286969042391487,4.286969042391487
22,2021-07-23,20,0.6841260869565218,1.3221285714285713,1.3221285714285713,0,2021,7,204,0.9005461783821092,-0.6673188112222392,0.7447721827437821,0.11618005728231429,1.8378677462755495,1.8378677462755495,0.7278124158314524,1.1651199616671561,1.1651199616671561,1.057091835073147,1.0,0.14304582154991474,4.323893825313484,4.323893825313484
23,2021-07-24,8,0.6901166666666666,1.2650714285714284,1.2650714285714284,0,2021,7,205,0.9055701349166836,-0.6925256422209087,0.7213932595100385,0.04330142593369468,1.7730724781718257,1.7730724781718257,0.7334430218266661,1.1410874353010336,1.1410874353010336,1.0621675621836735,1.0,0.04398425243229834,4.174460097800536,4.174460097800536
24,2021-07-25,3,0.683916,1.2091571428571428,1.2091571428571428,0,2021,7,206,0.910554666466739,-0.7169139367329994,0.6971616794675343,-0.029628385898197718,1.69788008517406,1.69788008517406,0.727571202424509,1.1122686068901997,1.1122686068901997,1.0568737301253646,1.0,-0.04494961078242117,4.019933199750783,4.019933199750783
25,2021-07-26,8,0.6767576923076923,1.164142857142857,1.164142857142857,0,2021,7,207,0.9155004874600419,-0.7404548688094248,0.6721060833353746,-0.10252317821107532,1.6313857523468058,1.6313857523468058,0.7200740467610476,1.0859094473096096,1.0859094473096096,1.0500674879346719,1.0,0.020428945840521594,4.020644779439307,4.020644779439307
26,2021-07-27,2,0.6786888888888889,1.1146857142857143,1.1146857142857143,0,2021,7,208,0.9204082921884826,-0.7631206140482321,0.6462560857853868,-0.17529679239426782,1.563761776100841,1.563761776100841,0.7215563644465598,1.0582177600980027,1.0582177600980027,1.0514174123808562,1.0,0.21503513790348372,4.157430206373691,4.157430206373691
27,2021-07-28,0,0.6683142857142857,1.0767142857142857,1.0767142857142857,0,2021,7,209,0.9252787555741258,-0.7848843824818821,0.6196422404388154,-0.24786321306459996,1.5072685657391,1.5072685657391,0.7112640137342532,1.0343675468175226,1.0343675468175226,1.042001117660774,1.0,0.022720035761521675,3.900435849281644,3.900435849281644
28,2021-07-29,9,0.6793428571428571,1.0504714285714285,1.0504714285714285,0,2021,7,210,0.9301125338987164,-0.8057204502418831,0.5922960037532053,-0.32013666973301663,1.465500550296144,1.465500550296144,0.7216900480442485,1.0162970505737103,1.0162970505737103,1.0515390536473064,1.0,-0.2542684032185463,3.583611900034678,3.583611900034678
29,2021-07-30,9,0.6861214285714287,1.0216571428571428,1.0216571428571428,0,2021,7,211,0.93491026549873,-0.8256041899633285,0.5642496978421843,-0.3920317381817164,1.4256244884755862,1.4256244884755862,0.7290725311163225,0.9986862866830835,0.9986862866830835,1.0582303434409366,1.0,-0.10575641362535915,3.690054612906533,3.690054612906533
30,2021-07-31,9,0.7099000000000001,0.9919428571428571,0.9919428571428571,0,2021,7,212,0.9396725714279184,-0.8445120998934172,0.5355364722720674,-0.46346344143202484,1.3851177134853125,1.3851177134853125,0.7532988538944116,0.9804268475220833,0.9804268475220833,1.0798331175483147,1.0,-0.09089319949209021,3.6773076162902134,3.6773076162902134
31,2021-08-01,12,0.7276571428571429,0.9620714285714287,0.9620714285714287,0,2021,8,213,0.9444000560891714,-0.8624218316695487,0.5061902648804504,-0.5343473501836474,1.3439632637347603,1.3439632637347603,0.7724863004924195,0.961481346645256,0.961481346645256,1.0965661159921893,1.0,-0.21644993528035364,3.5188239083544395,3.5188239083544395
32,2021-08-02,5,0.7280178571428573,0.9477285714285715,0.9477285714285715,0,2021,8,214,0.949093307837402,-0.8793122167341563,0.47624576166309773,-0.6045996826065878,1.3182122325187533,1.3182122325187533,0.773997457117084,0.9494191047193883,0.9494191047193883,1.0978701477624508,1.0,0.02929061550074511,3.723373334516692,3.723373334516692
33,2021-08-03,11,0.7173392857142857,0.9466,0.9466,0,2021,8,215,0.9537528995550424,-0.895163291355062,0.445738355776539,-0.6741374033677845,1.3102392494192816,1.3102392494192816,0.7634182436082524,0.9456513620377464,0.9456513620377464,1.0886987981607048,1.0,-0.027978391965933793,3.623055966103667,3.623055966103667
34,2021-08-04,16,0.70835,0.9461428571428572,0.9461428571428572,0,2021,8,216,0.9583793892016499,-0.9099563202217766,0.4147041057048309,-0.7428783217754186,1.3081931474653088,1.3081931474653088,0.7538016094875484,0.9446819045730588,0.9446819045730588,1.0802757538513466,1.0,0.004518730854257594,3.6164166175926034,3.6164166175926034
35,2021-08-05,5,0.6871428571428572,0.9463142857142858,0.9463142857142858,0,2021,8,217,0.9629733203390116,-0.9236738185898572,0.3831796926399304,-0.8107411889248901,1.3081309685068867,1.3081309685068867,0.7320180506114707,0.9446524274359219,0.9446524274359219,1.060885813703147,1.0,0.0018667612057285757,3.565007728221364,3.565007728221364
36,2021-08-06,6,0.6548071428571429,0.9451857142857144,0.9451857142857144,0,2021,8,218,0.9675352226330654,-0.9362995729471476,0.35120237712605107,-0.8776457937316449,1.307012890222216,1.307012890222216,0.6983937570149327,0.9441222164869778,0.9441222164869778,1.0300826751119734,1.0,-0.05480046798175166,3.4481167493844422,3.4481167493844422
37,2021-08-07,13,0.6363107142857143,0.9500000000000001,0.9500000000000001,0,2021,8,219,0.9720656123338594,-0.9478186601774738,0.3188099550192533,-0.9435130577373307,1.3115095098971978,1.3115095098971978,0.6778995644772213,0.9462526966945889,0.9462526966945889,1.0107669315449397,1.0,0.1859528238097756,3.643281535514498,3.643281535514498
38,2021-08-08,3,0.6486464285714285,0.9488428571428571,0.9488428571428571,0,2021,8,220,0.9765649927347049,-0.9582174651991474,0.2860407128143139,-1.0082651285772501,1.3116726760164568,1.3116726760164568,0.6890036522332026,0.9463299096330071,0.9463299096330071,1.0212845401184014,1.0,-0.02870094303737023,3.411345935160118,3.411345935160118
39,2021-08-09,8,0.6073642857142857,0.9517999999999999,0.9517999999999999,0,2021,8,221,0.9810338546116055,-0.9674836970574252,0.25293338239168095,-1.0718254719986164,1.3147103941482938,1.3147103941482938,0.6483666801521486,0.9477662025022547,0.9477662025022547,0.9821788738783036,1.0,-0.12258437430415992,3.2524818206886956,3.2524818206886956
40,2021-08-10,17,0.5959071428571429,0.9489571428571428,0.9489571428571428,0,2021,8,222,0.985472676643975,-0.9756064034519063,0.2195270952380055,-1.1341189623208512,1.3126378931767944,1.3126378931767944,0.6345324097378027,0.9467865313661975,0.9467865313661975,0.9684706238140419,1.0,-0.1253074851834916,3.2083628654802974,3.2083628654802974
41,2021-08-11,18,0.5819678571428571,0.9471571428571428,0.9471571428571428,0,2021,8,223,0.9898819258176061,-0.9825759836816946,0.18586133619435247,-1.1950719712310132,1.310258886611681,1.310258886611681,0.6197367349006982,0.9456606612330016,0.9456606612330016,0.9535790669284077,1.0,0.155135821508516,3.4467214898720244,3.4467214898720244
42,2021-08-12,3,0.5664285714285714,0.9273571428571429,0.9273571428571429,0,2021,8,224,0.9942620578107826,-0.988384199993029,0.15197589678676068,-1.2546124548094024,1.289679277709211,1.289679277709211,0.6033260684134268,0.9358623128245812,0.9358623128245812,0.9367762276313453,1.0,0.08922802782810298,3.328822398690111,3.328822398690111
43,2021-08-13,14,0.5546071428571429,0.9044285714285714,0.9044285714285714,0,2021,8,225,0.9986135173643846,-0.9930241873159635,0.1179108281943188,-1.312670038682467,1.260756383922047,1.260756383922047,0.5905281051201154,0.9219103025678717,0.9219103025678717,0.9234586654116783,1.0,-0.12652177732231815,3.061125688680383,3.061125688680383
44,2021-08-14,7,0.5394678571428572,0.8807714285714285,0.8807714285714285,0,2021,8,226,1.002936738636782,-0.9964904613785965,0.08370639391033331,-1.3691761012023949,1.2286060719816208,1.2286060719816208,0.5746242167554589,0.9061474000533977,0.9061474000533977,0.9066414127137971,1.0,0.002457014352207956,3.133594515154987,3.133594515154987
45,2021-08-15,8,0.5248642857142858,0.8601714285714286,0.8601714285714286,0,2021,8,227,1.0072321455442665,-0.9987789251892502,0.04940302215255866,-1.4240638545550373,1.1990241052302422,1.1990241052302422,0.5590769857485569,0.891401676653288,0.891401676653288,0.8899073620872897,1.0,0.00024619211880157763,3.076755449126127,3.076755449126127
46,2021-08-16,17,0.5131428571428571,0.8372857142857144,0.8372857142857144,0,2021,8,228,1.0115001520877303,-0.9998868738789449,0.01504125807872556,-1.477268423700329,1.1679937966362437,1.1679937966362437,0.5464288544113916,0.8756784004638282,0.8756784004638282,0.876073931375556,1.0,-0.040336675378123577,2.9842815966988265,2.9842815966988265
47,2021-08-17,16,0.49618214285714285,0.8172285714285715,0.8172285714285715,0,2021,8,229,1.0157411626662567,-0.9998129978984418,-0.019338284136147927,-1.5287269230518847,1.139386046892461,1.139386046892461,0.5287135433384927,0.8609451123300559,0.8609451123300559,0.8563581439229279,1.0,-0.11369117734896357,2.8549897800443347,2.8549897800443347
48,2021-08-18,24,0.5032428571428571,0.7958428571428572,0.7958428571428572,0,2021,8,230,1.019955572378254,-0.9985573845660749,-0.053694969304022726,-1.5783785308051463,1.110083330946014,1.110083330946014,0.534723761373694,0.8456118267224535,0.8456118267224535,0.8630921909207714,1.0,0.22551999729337086,3.164990321912277,3.164990321912277
49,2021-08-19,9,0.5221178571428572,0.7939714285714287,0.7939714285714287,0,2021,8,231,1.0241437673107252,-0.9961215179645454,-0.08798818925293268,-1.6261645608262172,1.1001510152139016,1.1001510152139016,0.5539400063395744,0.8403578847256982,0.8403578847256982,0.8843130392970342,1.0,-0.07356559138678818,2.862166819533561,2.862166819533561
50,2021-08-20,16,0.5378107142857144,0.7958,0.7958,0,2021,8,232,1.0283061248172367,-0.9925082771867967,-0.12217741082416443,-1.6720285320164416,1.099554770003434,1.099554770003434,0.5707756030091897,0.8400415636699866,0.8400415636699866,0.9025263764137353,1.0,0.16203780081609576,3.0968975997088335,3.0968975997088335
51,2021-08-21,15,0.5241357142857143,0.7999714285714286,0.7999714285714286,0,2021,8,233,1.0324430137851128,-0.9877219329330472,-0.15622222378075684,-1.715916235070706,1.1041013097998627,1.1041013097998627,0.5581078946254531,0.8424509582163294,0.8424509582163294,0.8888544950673726,1.0,0.07948784471231184,2.985278194245774,2.985278194245774
52,2021-08-22,19,0.5442142857142857,0.7983142857142856,0.7983142857142856,0,2021,8,234,1.0365547948923601,-0.9817681424630001,-0.19008238857072027,-1.7577757965505807,1.103833987353908,1.103833987353908,0.577450082651247,0.8423094614999388,0.8423094614999388,0.9096515548902395,1.0,0.0071474117961576366,2.916775324803406,2.916775324803406
53,2021-08-23,22,0.5652285714285714,0.797742857142857,0.797742857142857,0,2021,8,235,1.0406418208547956,-0.974653942909197,-0.2237178838885165,-1.79755774019657,1.1031394363314022,1.1031394363314022,0.5995867789983254,0.8419417298488181,0.8419417298488181,0.932904709452121,1.0,-0.11009705832411956,2.80661233173333,2.80661233173333
54,2021-08-24,12,0.5495357142857143,0.7970428571428572,0.7970428571428572,0,2021,8,236,1.0447044366638267,-0.9663877429594218,-0.25708895397856846,-1.8352150454069853,1.10212584246511,1.10212584246511,0.5852199237896221,0.8414048257417062,0.8414048257417062,0.9178789485681559,1.0,0.14133930346110846,3.027719991731305,3.027719991731305
55,2021-08-25,3,0.5503178571428572,0.7983857142857144,0.7983857142857144,0,2021,8,237,1.048742979815307,-0.9569793129179811,-0.2901561556249131,-1.870703202814341,1.103212302063859,1.103212302063859,0.5851702463829799,0.8419803154362798,0.8419803154362798,0.9178265732313996,1.0,-0.12563507325914122,2.7475631938166747,2.7475631938166747
56,2021-08-26,5,0.5572107142857143,0.7980142857142857,0.7980142857142857,0,2021,8,238,1.0527577805298693,-0.9464397731576094,-0.32288040477144614,-1.9039802668935832,1.1031754097796933,1.1031754097796933,0.5920401371032058,0.8419607795557326,0.8419607795557326,0.9250419951913759,1.0,-0.11063306682183655,2.7571373550083496,2.7571373550083496
57,2021-08-27,12,0.55425,0.7987428571428572,0.7987428571428572,0,2021,8,239,1.056749161965123,-0.9347815809756548,-0.3552230227176377,-1.9350069055399386,1.1039121107896088,1.1039121107896088,0.5894888316214533,0.8423508152662182,0.8423508152662182,0.9223688348166392,1.0,0.016360946111623666,2.870326305389635,2.870326305389635
58,2021-08-28,3,0.5446357142857143,0.7999999999999999,0.7999999999999999,0,2021,8,240,1.0607174404200674,-0.9220185158700678,-0.38714578183516035,-1.963746446557842,1.1053514895047154,1.1053514895047154,0.5797304902968338,0.8431124135848257,0.8431124135848257,0.912073699743381,1.0,0.05578865319581581,2.889818983665169,2.889818983665169
59,2021-08-29,5,0.5478000000000001,0.8014857142857144,0.8014857142857144,0,2021,8,241,1.0646629255320708,-0.9081656632526123,-0.4186109507513426,-1.9901649210059325,1.1072716004120733,1.1072716004120733,0.5823154999461052,0.8441274288260854,0.8441274288260854,0.9148118836975823,1.0,-0.10689318593995045,2.7216265916128215,2.7216265916128215
60,2021-08-30,10,0.5667214285714286,0.8032142857142858,0.8032142857142858,0,2021,8,242,1.0685859204667403,-0.893239396618534,-0.44958133894608804,-2.014231103346933,1.1095482440454778,1.1095482440454778,0.6013810024078757,0.845329516279107,0.845329516279107,0.9347643860411847,1.0,-0.017977653949196967,2.8235866171643687,2.8235866171643687
61,2021-08-31,13,0.5824321428571428,0.8027428571428571,0.8027428571428571,0,2021,8,243,1.072486722100983,-0.8772573581937727,-0.48002034070951904,-2.0359165483549377,1.1097164976913323,1.1097164976913323,0.6182200504896106,0.8454182954819177,0.8454182954819177,0.9520388585005326,1.0,0.032266778313677774,2.8842523802196425,2.8842523802196425
62,2021-09-01,4,0.5823285714285714,0.7989285714285714,0.7989285714285714,0,2021,9,244,1.0763656211995642,-0.8602384380825814,-0.5098919784084084,-2.0551956247364846,1.105914647830235,1.105914647830235,0.6191250266457682,0.843410224189069,0.843410224189069,0.9529581800128348,1.0,-0.027785066584287324,2.8173511464489387,2.8173511464489387
63,2021-09-02,5,0.5821428571428572,0.7988428571428571,0.7988428571428571,0,2021,9,245,1.0802229025854273,-0.8422027519402152,-0.5391609450102337,-2.072045545425673,1.1046632629353896,1.1046632629353896,0.6190023231158183,0.842748337773589,0.842748337773589,0.9528335850365681,1.0,-0.13504482298526196,2.7047372296974856,2.7047372296974856
64,2021-09-03,1,0.5812642857142858,0.8010142857142857,0.8010142857142857,0,2021,9,246,1.084058845304051,-0.8231716171970577,-0.5677926458146325,-2.086446394517535,1.1064753347623484,1.1064753347623484,0.6181123580777016,0.843706635469605,0.843706635469605,0.9519293980529657,1.0,-0.07865741636919721,2.7578142651986566,2.7578142651986566
65,2021-09-04,9,0.5922285714285714,0.7999999999999999,0.7999999999999999,0,2021,9,247,1.0878737227820863,-0.803167527862312,-0.5957532393428862,-2.098381150807797,1.1060936371001087,1.1060936371001087,0.6290240816742072,0.8435048582020103,0.8435048582020103,0.9629547507518842,1.0,0.1026279841745438,2.947770740506626,2.947770740506626
66,2021-09-05,8,0.5764250000000001,0.7998142857142857,0.7998142857142857,0,2021,9,248,1.0916678029805182,-0.7822141279370111,-0.6230096773371512,-2.1078357079112435,1.1057991241990566,1.1057991241990566,0.6138624083164161,0.8433491403165396,0.8433491403165396,0.947599297171238,1.0,0.11347679527283057,2.9421751817855046,2.9421751817855046
67,2021-09-06,6,0.5781892857142857,0.7958999999999999,0.7958999999999999,0,2021,9,249,1.0954413485425785,-0.7603361834677999,-0.6495297438221134,-2.11479889093487,1.101741253097502,1.101741253097502,0.6147441434913343,0.8412010283671846,0.8412010283671846,0.9484993286514802,1.0,-0.07885933260947856,2.74888292748433,2.74888292748433
68,2021-09-07,5,0.5901785714285713,0.7965285714285715,0.7965285714285715,0,2021,9,250,1.0991946169366194,-0.7375595532744911,-0.6752820931829402,-2.119262469686147,1.1011997012799262,1.1011997012799262,0.626767820963636,0.8409139813722325,0.8409139813722325,0.960685796278385,1.0,0.11331791453263523,2.9544810742767984,2.9544810742767984
69,2021-09-08,4,0.6069392857142857,0.8017000000000001,0.8017000000000001,0,2021,9,251,1.1029278605941668,-0.7139111583860239,-0.7002362872144842,-2.121221168400762,1.1062135719901989,1.1062135719901989,0.6442424285045265,0.8435682641209125,0.8435682641209125,0.978113707792428,1.0,-0.01716245954238661,2.8468367887647394,2.8468367887647394
70,2021-09-09,8,0.6165,0.8046857142857142,0.8046857142857142,0,2021,9,252,1.1066413270433353,-0.6894189502209236,-0.7243628310979793,-2.120672671978354,1.1107787806898157,1.1107787806898157,0.6548430379456045,0.8459786191369563,0.8459786191369563,0.9885259662071006,1.0,-0.011333318158061696,2.8694762582401534,2.8694762582401534
71,2021-09-10,3,0.6136392857142857,0.7539714285714286,0.7539714285714286,0,2021,9,253,1.110335259037801,-0.6641118775498908,-0.7476332082626874,-2.1176176287188673,1.0613975872622008,1.0613975872622008,0.6526191501728715,0.8195780710950873,0.8195780710950873,0.9863514691152405,1.0,0.06964449852347179,2.927100483412167,2.927100483412167
72,2021-09-11,10,0.613275,0.6579857142857143,0.6579857142857143,0,2021,9,254,1.1140098946815082,-0.6380198522795539,-0.7700199140913021,-2.1120596495562842,0.9507237857251808,0.9507237857251808,0.6521284343377209,0.7576643548115235,0.7576643548115235,0.9858709484142983,1.0,0.023118457622509973,2.824633830751698,2.824633830751698
73,2021-09-12,4,0.6055071428571429,0.5652714285714285,0.5652714285714285,0,2021,9,255,1.1176654675492759,-0.6111737140978499,-0.7914964884292536,-2.1040053037906556,0.8252727258332189,0.8252727258332189,0.6443265377149435,0.6825004091875441,0.6825004091875441,0.9781967936312823,1.0,-0.15596711916259204,2.5703928993101828,2.5703928993101828
74,2021-09-13,1,0.6026178571428572,0.5435571428571428,0.5435571428571428,0,2021,9,256,1.1213022068034708,-0.5836051940227858,-0.8120375468595197,-2.093464111323458,0.7678207374608175,0.7678207374608175,0.6409781465113997,0.6461514255699181,0.6461514255699181,0.9748832780187517,1.0,0.08088043758262023,2.7764852923130316,2.7764852923130316
75,2021-09-14,8,0.6035750000000001,0.5175428571428571,0.5175428571428571,0,2021,9,257,1.1249203373068992,-0.5553468768977066,-0.8316188107059409,-2.0804485314054713,0.7272847350776508,0.7272847350776508,0.6417309487940147,0.6197262360290058,0.6197262360290058,0.9756292892834514,1.0,-0.01833627256790875,2.661715324348712,2.661715324348712
76,2021-09-15,2,0.6147928571428573,0.4896428571428571,0.4896428571428571,0,2021,9,258,1.1285200797320654,-0.5264321628773563,-0.8502171357296139,-2.064973947910455,0.6898142857911191,0.6898142857911191,0.6529924688708434,0.5947021098926133,0.5947021098926133,0.9867168612684752,1.0,0.30784899645912045,2.985301073397047,2.985301073397047
77,2021-09-16,3,0.6136714285714285,0.4608857142857143,0.4608857142857143,0,2021,9,259,1.1321016506669355,-0.49689522795029417,-0.8678105394844114,-2.0470586511520583,0.6505541879950832,0.6505541879950832,0.6525359481840515,0.5678442300098826,0.5678442300098826,0.9862700136568792,1.0,0.1390456058744653,2.801732174632133,2.801732174632133
78,2021-09-17,3,0.6026321428571428,0.48382857142857144,0.48382857142857144,0,2021,9,260,1.1356652627173425,-0.46677098354429514,-0.884378227299322,-2.0267238162654255,0.6625762528527741,0.6625762528527741,0.6414799606584769,0.576139371723143,0.576139371723143,0.9753806330868079,1.0,0.05151805246129452,2.725341411855875,2.725341411855875
79,2021-09-18,8,0.6095178571428571,0.5486285714285714,0.5486285714285714,0,2021,9,261,1.1392111246061645,-0.43609503526248994,-0.899900616856888,-2.0039934781790674,0.7316205572035832,0.7316205572035832,0.6477105616839515,0.6225843958768659,0.6225843958768659,0.9815333690912116,1.0,-0.023870411912269907,2.7174617385724384,2.7174617385724384
80,2021-09-19,9,0.5951857142857142,0.6065428571428572,0.6065428571428572,0,2021,9,262,1.1427394412693883,-0.40490364079903346,-0.9143593613386847,-1.9788945032065772,0.8106461897712331,0.8106461897712331,0.6337354049527878,0.6733661327986652,0.6733661327986652,0.9676745778453746,1.0,-0.29314613097399217,2.5011867693361474,2.5011867693361474
81,2021-09-20,9,0.5778535714285714,0.5964857142857143,0.5964857142857143,0,2021,9,263,1.1462504139491894,-0.37323366708401506,-0.9277373711104984,-1.9514565572917701,0.8233368456455223,0.8233368456455223,0.6155894327250856,0.6812960679841632,0.6812960679841632,0.9493613371846676,1.0,-0.10485944628553079,2.6963200941866043,2.6963200941866043
